Time,Price,Direction,Result
2024-01-03 14:35:00,2.17601,DOWN,Win
2024-01-03 14:36:00,2.17705,UP,Lose
2024-01-03 14:37:00,2.19747,DOWN,Lose
2024-01-03 14:38:00,2.20024,DOWN,Lose
2024-01-03 14:39:00,2.20002,DOWN,Lose
2024-01-03 14:40:00,2.20324,DOWN,Lose
2024-01-03 14:41:00,2.20313,UP,Win
2024-01-03 14:42:00,2.195,DOWN,Lose
2024-01-03 14:43:00,2.20323,UP,Lose
2024-01-03 14:44:00,2.20549,DOWN,Win
2024-01-03 14:45:00,2.20566,UP,Win
2024-01-03 14:46:00,2.19591,DOWN,Lose
2024-01-03 14:47:00,2.20895,UP,Lose
2024-01-03 14:48:00,2.21559,DOWN,Lose
2024-01-03 14:49:00,2.21006,UP,Lose
2024-01-03 14:50:00,2.22008,DOWN,Win
2024-01-03 14:51:00,2.21511,DOWN,Lose
2024-01-03 14:52:00,2.20729,UP,Win
2024-01-03 14:53:00,2.19969,UP,Lose
2024-01-03 14:54:00,2.18198,UP,Lose
2024-01-03 14:55:00,2.18669,UP,Lose
2024-01-03 14:56:00,2.16838,UP,Win
2024-01-03 14:57:00,2.1561,DOWN,Lose
2024-01-03 14:58:00,2.13534,UP,Lose
2024-01-03 14:59:00,2.13448,UP,Win
2024-01-03 15:00:00,2.13298,DOWN,Lose
2024-01-03 15:01:00,2.12971,UP,Win
2024-01-03 15:02:00,2.11928,UP,Lose
2024-01-03 15:03:00,2.10756,UP,Win
2024-01-03 15:04:00,2.11221,DOWN,Win
2024-01-03 15:05:00,2.1067,UP,Win
2024-01-03 15:06:00,2.10986,DOWN,Lose
2024-01-03 15:07:00,2.10101,DOWN,Win
2024-01-03 15:08:00,2.10282,UP,Win
2024-01-03 15:09:00,2.11585,DOWN,Lose
2024-01-03 15:10:00,2.12172,UP,Win
2024-01-03 15:11:00,2.11759,UP,Lose
2024-01-03 15:12:00,2.12016,UP,Lose
2024-01-03 15:13:00,2.11776,UP,Win
2024-01-03 15:14:00,2.11784,UP,Win
2024-01-03 15:15:00,2.11458,DOWN,Lose
2024-01-03 15:16:00,2.11294,DOWN,Win
2024-01-03 15:17:00,2.11506,DOWN,Win
2024-01-03 15:18:00,2.10512,DOWN,Win
2024-01-03 15:19:00,2.09497,UP,Win
2024-01-03 15:20:00,2.08108,UP,Lose
2024-01-03 15:21:00,2.06508,DOWN,Lose
2024-01-03 15:22:00,2.0529,UP,Win
2024-01-03 15:23:00,2.0545,DOWN,Lose
2024-01-03 15:24:00,2.04557,DOWN,Win
2024-01-03 15:25:00,2.05071,DOWN,Win
2024-01-03 15:26:00,2.05105,DOWN,Win
2024-01-03 15:27:00,2.03137,UP,Win
2024-01-03 15:28:00,2.03792,UP,Lose
2024-01-03 15:29:00,2.04603,DOWN,Win
2024-01-03 15:30:00,2.03609,DOWN,Lose
2024-01-03 15:31:00,2.04029,DOWN,Win
2024-01-03 15:32:00,2.03173,DOWN,Lose
2024-01-03 15:33:00,2.0327,DOWN,Lose
2024-01-03 15:34:00,2.02006,UP,Lose
2024-01-03 15:35:00,2.00213,DOWN,Lose
2024-01-03 15:36:00,1.9983,DOWN,Win
2024-01-03 15:37:00,1.99706,UP,Lose
2024-01-03 15:38:00,1.99308,UP,Win
2024-01-03 15:39:00,1.98124,UP,Lose
2024-01-03 15:40:00,1.97724,UP,Lose
2024-01-03 15:41:00,1.97994,UP,Lose
2024-01-03 15:42:00,1.97949,UP,Win
2024-01-03 15:43:00,1.98131,UP,Lose
2024-01-03 15:44:00,1.97461,UP,Win
2024-01-03 15:45:00,1.98633,UP,Win
2024-01-03 15:46:00,1.97457,DOWN,Win
2024-01-03 15:47:00,1.97944,UP,Lose
2024-01-03 15:48:00,1.99126,DOWN,Lose
2024-01-03 15:49:00,1.99607,DOWN,Lose
2024-01-03 15:50:00,1.99405,DOWN,Lose
2024-01-03 15:51:00,1.98876,DOWN,Lose
2024-01-03 15:52:00,1.99912,DOWN,Lose
2024-01-03 15:53:00,1.98489,DOWN,Lose
2024-01-03 15:54:00,1.97519,DOWN,Win
2024-01-03 15:55:00,1.97122,DOWN,Lose
2024-01-03 15:56:00,1.98359,UP,Win
2024-01-03 15:57:00,1.98739,DOWN,Win
2024-01-03 15:58:00,1.97771,DOWN,Lose
2024-01-03 15:59:00,1.97461,DOWN,Lose
2024-01-03 16:00:00,1.96847,DOWN,Win
2024-01-03 16:01:00,1.96137,UP,Win
2024-01-03 16:02:00,1.97116,DOWN,Lose
2024-01-03 16:03:00,1.95744,UP,Win
2024-01-03 16:04:00,1.97353,UP,Win
2024-01-03 16:05:00,1.98181,DOWN,Win
2024-01-03 16:06:00,1.99272,DOWN,Win
2024-01-03 16:07:00,1.98809,UP,Lose
2024-01-03 16:08:00,1.98659,DOWN,Lose
2024-01-03 16:09:00,1.97226,DOWN,Win
2024-01-03 16:10:00,1.96701,UP,Win
2024-01-03 16:11:00,1.97195,UP,Win
2024-01-03 16:12:00,1.98491,DOWN,Lose
2024-01-03 16:13:00,1.97384,DOWN,Lose
2024-01-03 16:14:00,1.97018,DOWN,Win
2024-01-03 16:15:00,1.96867,UP,Win
2024-01-03 16:16:00,1.95471,DOWN,Win
2024-01-03 16:17:00,1.96062,UP,Lose
2024-01-03 16:18:00,1.95338,UP,Win
2024-01-03 16:19:00,1.95143,DOWN,Win
2024-01-03 16:20:00,1.94691,UP,Win
2024-01-03 16:21:00,1.93902,DOWN,Win
2024-01-03 16:22:00,1.93895,DOWN,Win
2024-01-03 16:23:00,1.93679,UP,Lose
2024-01-03 16:24:00,1.93307,DOWN,Lose
2024-01-03 16:25:00,1.92579,UP,Lose
2024-01-03 16:26:00,1.92898,UP,Win
2024-01-03 16:27:00,1.94552,DOWN,Lose
2024-01-03 16:28:00,1.94692,DOWN,Win
2024-01-03 16:29:00,1.95688,DOWN,Lose
2024-01-03 16:30:00,1.94298,DOWN,Lose
2024-01-03 16:31:00,1.94455,UP,Win
2024-01-03 16:32:00,1.93358,UP,Win
2024-01-03 16:33:00,1.91881,UP,Win
2024-01-03 16:34:00,1.91142,DOWN,Lose
2024-01-03 16:35:00,1.92334,UP,Win
2024-01-03 16:36:00,1.93284,UP,Lose
2024-01-03 16:37:00,1.93527,DOWN,Lose
2024-01-03 16:38:00,1.91994,DOWN,Lose
2024-01-03 16:39:00,1.91798,DOWN,Win
2024-01-03 16:40:00,1.92099,UP,Win
2024-01-03 16:41:00,1.92275,DOWN,Win
2024-01-03 16:42:00,1.90431,UP,Lose
2024-01-03 16:43:00,1.89541,UP,Lose
2024-01-03 16:44:00,1.89477,UP,Win
2024-01-03 16:45:00,1.90013,UP,Lose
2024-01-03 16:46:00,1.87817,UP,Lose
2024-01-03 16:47:00,1.87655,DOWN,Lose
2024-01-03 16:48:00,1.87798,UP,Win
2024-01-03 16:49:00,1.88647,DOWN,Lose
2024-01-03 16:50:00,1.8934,UP,Lose
2024-01-03 16:51:00,1.89923,UP,Win
2024-01-03 16:52:00,1.89123,DOWN,Win
2024-01-03 16:53:00,1.87215,UP,Win
2024-01-03 16:54:00,1.86822,UP,Win
2024-01-03 16:55:00,1.87824,DOWN,Win
2024-01-03 16:56:00,1.89217,DOWN,Win
2024-01-03 16:57:00,1.89928,UP,Lose
2024-01-03 16:58:00,1.90357,UP,Lose
2024-01-03 16:59:00,1.90737,UP,Lose
2024-01-03 17:00:00,1.9018,DOWN,Lose
2024-01-03 17:01:00,1.9005,UP,Win
2024-01-03 17:02:00,1.91719,DOWN,Lose
2024-01-03 17:03:00,1.90777,DOWN,Win
2024-01-03 17:04:00,1.92392,UP,Win
2024-01-03 17:05:00,1.9207,DOWN,Lose
2024-01-03 17:06:00,1.93395,UP,Lose
2024-01-03 17:07:00,1.91988,UP,Win
2024-01-03 17:08:00,1.92574,DOWN,Win
2024-01-03 17:09:00,1.91837,DOWN,Win
2024-01-03 17:10:00,1.90422,DOWN,Win
2024-01-03 17:11:00,1.90641,DOWN,Lose
2024-01-03 17:12:00,1.9165,DOWN,Win
2024-01-03 17:13:00,1.90805,DOWN,Lose
2024-01-03 17:14:00,1.89306,UP,Win
2024-01-03 17:15:00,1.89214,UP,Win
2024-01-03 17:16:00,1.89127,UP,Win
2024-01-03 17:17:00,1.89675,DOWN,Lose
2024-01-03 17:18:00,1.90625,DOWN,Win
2024-01-03 17:19:00,1.90565,DOWN,Lose
2024-01-03 17:20:00,1.92421,UP,Lose
2024-01-03 17:21:00,1.92645,UP,Lose
2024-01-03 17:22:00,1.92299,DOWN,Win
2024-01-03 17:23:00,1.90687,DOWN,Lose
2024-01-03 17:24:00,1.90424,DOWN,Lose
2024-01-03 17:25:00,1.90088,DOWN,Win
2024-01-03 17:26:00,1.91048,UP,Win
2024-01-03 17:27:00,1.91511,UP,Lose
2024-01-03 17:28:00,1.90331,UP,Lose
2024-01-03 17:29:00,1.90504,DOWN,Win
2024-01-03 17:30:00,1.91175,UP,Lose
2024-01-03 17:31:00,1.92703,DOWN,Lose
2024-01-03 17:32:00,1.93591,DOWN,Lose
2024-01-03 17:33:00,1.94352,DOWN,Win
2024-01-03 17:34:00,1.94412,UP,Lose
2024-01-03 17:35:00,1.948,UP,Win
2024-01-03 17:36:00,1.9605,DOWN,Win
2024-01-03 17:37:00,1.94717,UP,Win
2024-01-03 17:38:00,1.94367,DOWN,Lose
2024-01-03 17:39:00,1.93595,DOWN,Win
2024-01-03 17:40:00,1.93974,DOWN,Lose
2024-01-03 17:41:00,1.95204,UP,Win
2024-01-03 17:42:00,1.94607,UP,Lose
2024-01-03 17:43:00,1.92217,DOWN,Lose
2024-01-03 17:44:00,1.91805,UP,Lose
2024-01-03 17:45:00,1.92718,UP,Win
2024-01-03 17:46:00,1.93256,UP,Lose
2024-01-03 17:47:00,1.93684,UP,Lose
2024-01-03 17:48:00,1.93404,DOWN,Win
2024-01-03 17:49:00,1.92125,UP,Win
2024-01-03 17:50:00,1.9264,DOWN,Lose
2024-01-03 17:51:00,1.91806,DOWN,Win
2024-01-03 17:52:00,1.9399,UP,Win
2024-01-03 17:53:00,1.9456,DOWN,Win
2024-01-03 17:54:00,1.9398,DOWN,Lose
2024-01-03 17:55:00,1.93368,UP,Win
2024-01-03 17:56:00,1.93276,DOWN,Lose
2024-01-03 17:57:00,1.93036,DOWN,Win
2024-01-03 17:58:00,1.94153,UP,Win
2024-01-03 17:59:00,1.94339,UP,Lose
2024-01-03 18:00:00,1.93608,UP,Win
2024-01-03 18:01:00,1.95498,UP,Win
2024-01-03 18:02:00,1.95547,UP,Win
2024-01-03 18:03:00,1.96316,DOWN,Win
2024-01-03 18:04:00,1.95708,DOWN,Lose
2024-01-03 18:05:00,1.96071,UP,Lose
2024-01-03 18:06:00,1.96382,UP,Lose
2024-01-03 18:07:00,1.94493,DOWN,Lose
2024-01-03 18:08:00,1.96508,UP,Lose
2024-01-03 18:09:00,1.97798,UP,Lose
2024-01-03 18:10:00,1.97401,DOWN,Lose
2024-01-03 18:11:00,1.96299,DOWN,Win
2024-01-03 18:12:00,1.96647,DOWN,Lose
2024-01-03 18:13:00,1.96733,UP,Lose
2024-01-03 18:14:00,1.97089,DOWN,Lose
2024-01-03 18:15:00,1.97281,UP,Win
2024-01-03 18:16:00,1.97787,DOWN,Lose
2024-01-03 18:17:00,1.99234,UP,Lose
2024-01-03 18:18:00,1.99802,UP,Lose
2024-01-03 18:19:00,1.98753,UP,Win
2024-01-03 18:20:00,2.00115,DOWN,Lose
2024-01-03 18:21:00,2.01756,DOWN,Win
2024-01-03 18:22:00,2.04908,DOWN,Win
2024-01-03 18:23:00,2.03784,UP,Win
2024-01-03 18:24:00,2.04027,DOWN,Win
2024-01-03 18:25:00,2.01945,DOWN,Lose
2024-01-03 18:26:00,2.02498,UP,Win
2024-01-03 18:27:00,2.0195,UP,Win
2024-01-03 18:28:00,2.03873,DOWN,Lose
2024-01-03 18:29:00,2.03099,DOWN,Win
2024-01-03 18:30:00,2.0141,DOWN,Win
2024-01-03 18:31:00,2.00938,UP,Win
2024-01-03 18:32:00,1.98963,DOWN,Win
2024-01-03 18:33:00,1.99714,UP,Win
2024-01-03 18:34:00,1.97649,UP,Win
2024-01-03 18:35:00,1.97677,DOWN,Lose
2024-01-03 18:36:00,1.956,DOWN,Lose
2024-01-03 18:37:00,1.95279,UP,Lose
2024-01-03 18:38:00,1.96923,UP,Lose
2024-01-03 18:39:00,1.97283,DOWN,Win
2024-01-03 18:40:00,1.9642,DOWN,Win
2024-01-03 18:41:00,1.96389,DOWN,Win
2024-01-03 18:42:00,1.96407,UP,Lose
2024-01-03 18:43:00,1.96879,UP,Lose
2024-01-03 18:44:00,1.95512,DOWN,Win
2024-01-03 18:45:00,1.96105,UP,Win
2024-01-03 18:46:00,1.93401,UP,Lose
2024-01-03 18:47:00,1.92771,DOWN,Lose
2024-01-03 18:48:00,1.92282,UP,Lose
2024-01-03 18:49:00,1.92916,DOWN,Lose
2024-01-03 18:50:00,1.92938,DOWN,Win
2024-01-03 18:51:00,1.91533,UP,Lose
2024-01-03 18:52:00,1.90548,UP,Lose
2024-01-03 18:53:00,1.90746,DOWN,Win
2024-01-03 18:54:00,1.90667,UP,Win
2024-01-03 18:55:00,1.90088,DOWN,Win
2024-01-03 18:56:00,1.89607,UP,Lose
2024-01-03 18:57:00,1.90304,UP,Lose
2024-01-03 18:58:00,1.89786,UP,Lose
2024-01-03 18:59:00,1.89698,DOWN,Lose
2024-01-03 19:00:00,1.91868,UP,Win
2024-01-03 19:01:00,1.90444,DOWN,Win
2024-01-03 19:02:00,1.88592,DOWN,Lose
2024-01-03 19:03:00,1.89376,DOWN,Lose
2024-01-03 19:04:00,1.88697,UP,Lose
2024-01-03 19:05:00,1.88379,DOWN,Win
2024-01-03 19:06:00,1.87598,DOWN,Lose
2024-01-03 19:07:00,1.87338,UP,Win
2024-01-03 19:08:00,1.88937,DOWN,Lose
2024-01-03 19:09:00,1.89739,DOWN,Win
2024-01-03 19:10:00,1.90601,UP,Win
2024-01-03 19:11:00,1.89185,DOWN,Lose
2024-01-03 19:12:00,1.88034,UP,Win
2024-01-03 19:13:00,1.85194,DOWN,Win
2024-01-03 19:14:00,1.84385,DOWN,Lose
2024-01-03 19:15:00,1.85342,UP,Win
2024-01-03 19:16:00,1.85859,DOWN,Lose
2024-01-03 19:17:00,1.85637,DOWN,Win
2024-01-03 19:18:00,1.85615,DOWN,Win
2024-01-03 19:19:00,1.84926,UP,Win
2024-01-03 19:20:00,1.85131,UP,Win
2024-01-03 19:21:00,1.85897,UP,Lose
2024-01-03 19:22:00,1.84281,UP,Lose
2024-01-03 19:23:00,1.8458,UP,Lose
2024-01-03 19:24:00,1.85513,DOWN,Win
2024-01-03 19:25:00,1.85098,UP,Win
2024-01-03 19:26:00,1.85798,UP,Lose
2024-01-03 19:27:00,1.88613,UP,Lose
2024-01-03 19:28:00,1.88509,DOWN,Lose
2024-01-03 19:29:00,1.88902,DOWN,Lose
2024-01-03 19:30:00,1.88164,UP,Win
2024-01-03 19:31:00,1.88345,DOWN,Lose
2024-01-03 19:32:00,1.88806,DOWN,Win
2024-01-03 19:33:00,1.89,DOWN,Lose
2024-01-03 19:34:00,1.87981,DOWN,Win
2024-01-03 19:35:00,1.88187,UP,Lose
2024-01-03 19:36:00,1.89649,UP,Lose
2024-01-03 19:37:00,1.90098,DOWN,Win
2024-01-03 19:38:00,1.9106,DOWN,Win
2024-01-03 19:39:00,1.90823,DOWN,Lose
2024-01-03 19:40:00,1.91573,DOWN,Win
2024-01-03 19:41:00,1.91852,UP,Lose
2024-01-03 19:42:00,1.90901,DOWN,Win
2024-01-03 19:43:00,1.9122,UP,Lose
2024-01-03 19:44:00,1.90228,DOWN,Lose
2024-01-03 19:45:00,1.89595,UP,Lose
2024-01-03 19:46:00,1.89784,DOWN,Lose
2024-01-03 19:47:00,1.90082,UP,Lose
2024-01-03 19:48:00,1.88892,UP,Lose
2024-01-03 19:49:00,1.89946,UP,Lose
2024-01-03 19:50:00,1.90518,DOWN,Lose
2024-01-03 19:51:00,1.89814,UP,Win
2024-01-03 19:52:00,1.88276,DOWN,Win
2024-01-03 19:53:00,1.88131,UP,Win
2024-01-03 19:54:00,1.87685,UP,Lose
2024-01-03 19:55:00,1.87798,DOWN,Lose
2024-01-03 19:56:00,1.87435,UP,Lose
2024-01-03 19:57:00,1.85428,DOWN,Win
2024-01-03 19:58:00,1.85039,DOWN,Win
2024-01-03 19:59:00,1.84734,DOWN,Win
2024-01-03 20:00:00,1.85367,DOWN,Win
2024-01-03 20:01:00,1.84669,UP,Win
2024-01-03 20:02:00,1.86348,UP,Lose
2024-01-03 20:03:00,1.84436,DOWN,Win
2024-01-03 20:04:00,1.85747,UP,Lose
2024-01-03 20:05:00,1.85523,UP,Lose
2024-01-03 20:06:00,1.86383,DOWN,Lose
2024-01-03 20:07:00,1.86463,UP,Win
2024-01-03 20:08:00,1.87602,DOWN,Win
2024-01-03 20:09:00,1.87215,UP,Lose
2024-01-03 20:10:00,1.86116,UP,Win
2024-01-03 20:11:00,1.87537,DOWN,Win
2024-01-03 20:12:00,1.87423,UP,Lose
2024-01-03 20:13:00,1.87645,UP,Lose
2024-01-03 20:14:00,1.88879,DOWN,Lose
2024-01-03 20:15:00,1.87847,UP,Lose
2024-01-03 20:16:00,1.88443,DOWN,Lose
2024-01-03 20:17:00,1.87853,UP,Win
2024-01-03 20:18:00,1.87721,DOWN,Lose
2024-01-03 20:19:00,1.87793,DOWN,Win
2024-01-03 20:20:00,1.86293,DOWN,Win
2024-01-03 20:21:00,1.85514,DOWN,Lose
2024-01-03 20:22:00,1.86865,DOWN,Lose
2024-01-03 20:23:00,1.87751,UP,Win
2024-01-03 20:24:00,1.87689,UP,Lose
2024-01-03 20:25:00,1.87932,DOWN,Win
2024-01-03 20:26:00,1.87638,UP,Lose
2024-01-03 20:27:00,1.88994,DOWN,Lose
2024-01-03 20:28:00,1.88794,UP,Win
2024-01-03 20:29:00,1.89026,UP,Win
2024-01-03 20:30:00,1.90172,DOWN,Lose
2024-01-03 20:31:00,1.89394,DOWN,Lose
2024-01-03 20:32:00,1.90953,UP,Lose
2024-01-03 20:33:00,1.89423,UP,Win
2024-01-03 20:34:00,1.91052,DOWN,Lose
2024-01-03 20:35:00,1.9068,UP,Lose
2024-01-03 20:36:00,1.90437,UP,Lose
2024-01-03 20:37:00,1.88547,DOWN,Lose
2024-01-03 20:38:00,1.88092,UP,Win
2024-01-03 20:39:00,1.87052,DOWN,Win
2024-01-03 20:40:00,1.86445,DOWN,Win
2024-01-03 20:41:00,1.86307,DOWN,Lose
2024-01-03 20:42:00,1.87265,UP,Lose
2024-01-03 20:43:00,1.87473,UP,Lose
2024-01-03 20:44:00,1.8778,DOWN,Win
2024-01-03 20:45:00,1.86685,DOWN,Win
2024-01-03 20:46:00,1.85804,UP,Win
2024-01-03 20:47:00,1.87603,UP,Win
2024-01-03 20:48:00,1.86868,UP,Lose
2024-01-03 20:49:00,1.88524,DOWN,Win
2024-01-03 20:50:00,1.88281,DOWN,Win
2024-01-03 20:51:00,1.88283,UP,Lose
2024-01-03 20:52:00,1.89354,UP,Win
2024-01-03 20:53:00,1.90625,UP,Lose
2024-01-03 20:54:00,1.90515,DOWN,Lose
2024-01-03 20:55:00,1.90126,DOWN,Lose
2024-01-03 20:56:00,1.9007,UP,Lose
2024-01-03 20:57:00,1.90408,UP,Lose
2024-01-03 20:58:00,1.913,DOWN,Win
2024-01-03 20:59:00,1.91304,DOWN,Win
2024-01-03 21:00:00,1.91923,UP,Lose
2024-01-03 21:01:00,1.93561,UP,Win
2024-01-03 21:02:00,1.93942,UP,Lose
2024-01-03 21:03:00,1.94254,DOWN,Win
2024-01-03 21:04:00,1.92735,UP,Win
2024-01-03 21:05:00,1.90105,DOWN,Win
2024-01-03 21:06:00,1.90493,DOWN,Win
2024-01-03 21:07:00,1.90398,UP,Win
2024-01-03 21:08:00,1.89883,UP,Win
2024-01-03 21:09:00,1.90127,DOWN,Win
2024-01-03 21:10:00,1.90066,UP,Lose
2024-01-03 21:11:00,1.91194,DOWN,Lose
2024-01-03 21:12:00,1.9128,UP,Lose
2024-01-03 21:13:00,1.90533,UP,Win
2024-01-03 21:14:00,1.91524,UP,Win
2024-01-03 21:15:00,1.91306,UP,Lose
2024-01-03 21:16:00,1.91833,DOWN,Lose
2024-01-03 21:17:00,1.91356,DOWN,Win
2024-01-03 21:18:00,1.90706,DOWN,Lose
2024-01-03 21:19:00,1.9079,UP,Lose
2024-01-03 21:20:00,1.90803,DOWN,Lose
2024-01-03 21:21:00,1.91283,DOWN,Lose
2024-01-03 21:22:00,1.91014,DOWN,Win
2024-01-03 21:23:00,1.89178,UP,Lose
2024-01-03 21:24:00,1.88745,DOWN,Lose
2024-01-03 21:25:00,1.89539,UP,Lose
2024-01-03 21:26:00,1.89241,UP,Lose
2024-01-03 21:27:00,1.88995,DOWN,Win
2024-01-03 21:28:00,1.89981,UP,Lose
2024-01-03 21:29:00,1.89269,DOWN,Lose
2024-01-03 21:30:00,1.87726,DOWN,Lose
2024-01-03 21:31:00,1.87566,DOWN,Lose
2024-01-03 21:32:00,1.87082,DOWN,Lose
2024-01-03 21:33:00,1.86115,DOWN,Win
2024-01-03 21:34:00,1.8594,UP,Lose
2024-01-03 21:35:00,1.86431,DOWN,Lose
2024-01-03 21:36:00,1.86422,UP,Win
2024-01-03 21:37:00,1.86729,DOWN,Lose
2024-01-03 21:38:00,1.88543,DOWN,Win
2024-01-03 21:39:00,1.882,DOWN,Lose
2024-01-03 21:40:00,1.88478,UP,Win
2024-01-03 21:41:00,1.87969,UP,Win
2024-01-03 21:42:00,1.87122,UP,Lose
2024-01-03 21:43:00,1.86538,UP,Win
2024-01-03 21:44:00,1.86059,DOWN,Lose
2024-01-03 21:45:00,1.86418,DOWN,Win
2024-01-03 21:46:00,1.88767,UP,Win
2024-01-03 21:47:00,1.88051,UP,Lose
2024-01-03 21:48:00,1.87635,UP,Win
2024-01-03 21:49:00,1.87572,DOWN,Lose
2024-01-03 21:50:00,1.87967,UP,Win
2024-01-03 21:51:00,1.88231,UP,Win
2024-01-03 21:52:00,1.89515,DOWN,Lose
2024-01-03 21:53:00,1.87089,UP,Lose
2024-01-03 21:54:00,1.84702,DOWN,Win
2024-01-03 21:55:00,1.84206,DOWN,Lose
2024-01-03 21:56:00,1.85303,DOWN,Lose
2024-01-03 21:57:00,1.83737,DOWN,Win
2024-01-03 21:58:00,1.8073,DOWN,Win
2024-01-03 21:59:00,1.81301,UP,Lose
2024-01-03 22:00:00,1.81545,UP,Win
2024-01-03 22:01:00,1.80454,DOWN,Lose
2024-01-03 22:02:00,1.79469,DOWN,Lose
2024-01-03 22:03:00,1.78499,UP,Lose
2024-01-03 22:04:00,1.7861,UP,Lose
2024-01-03 22:05:00,1.77983,DOWN,Lose
2024-01-03 22:06:00,1.78477,UP,Lose
2024-01-03 22:07:00,1.75623,UP,Win
2024-01-03 22:08:00,1.74766,DOWN,Lose
2024-01-03 22:09:00,1.7364,UP,Win
2024-01-03 22:10:00,1.73384,UP,Lose
2024-01-03 22:11:00,1.72846,UP,Win
2024-01-03 22:12:00,1.73643,UP,Win
2024-01-03 22:13:00,1.71784,DOWN,Win
2024-01-03 22:14:00,1.7183,UP,Lose
2024-01-03 22:15:00,1.72388,DOWN,Win
2024-01-03 22:16:00,1.74245,UP,Win
2024-01-03 22:17:00,1.73763,DOWN,Lose
2024-01-03 22:18:00,1.74087,DOWN,Win
2024-01-03 22:19:00,1.72283,UP,Win
2024-01-03 22:20:00,1.69891,DOWN,Lose
2024-01-03 22:21:00,1.70736,DOWN,Win
2024-01-03 22:22:00,1.70731,DOWN,Win
2024-01-03 22:23:00,1.71909,DOWN,Lose
2024-01-03 22:24:00,1.70536,DOWN,Win
2024-01-03 22:25:00,1.71056,UP,Win
2024-01-03 22:26:00,1.72924,DOWN,Win
2024-01-03 22:27:00,1.73344,DOWN,Win
2024-01-03 22:28:00,1.73621,UP,Lose
2024-01-03 22:29:00,1.73629,UP,Lose
2024-01-03 22:30:00,1.72058,DOWN,Lose
2024-01-03 22:31:00,1.73414,UP,Lose
2024-01-03 22:32:00,1.72803,UP,Win
2024-01-03 22:33:00,1.73308,UP,Lose
2024-01-03 22:34:00,1.71745,UP,Lose
2024-01-03 22:35:00,1.70565,UP,Win
2024-01-03 22:36:00,1.72,UP,Win
2024-01-03 22:37:00,1.71653,DOWN,Win
2024-01-03 22:38:00,1.73106,DOWN,Lose
2024-01-03 22:39:00,1.73028,UP,Win
2024-01-03 22:40:00,1.71186,UP,Win
2024-01-03 22:41:00,1.72078,DOWN,Win
2024-01-03 22:42:00,1.71488,UP,Lose
2024-01-03 22:43:00,1.72187,DOWN,Lose
2024-01-03 22:44:00,1.72212,UP,Lose
2024-01-03 22:45:00,1.70669,DOWN,Lose
2024-01-03 22:46:00,1.70833,DOWN,Lose
2024-01-03 22:47:00,1.7303,UP,Lose
2024-01-03 22:48:00,1.73522,UP,Lose
2024-01-03 22:49:00,1.73465,UP,Win
2024-01-03 22:50:00,1.7454,UP,Win
2024-01-03 22:51:00,1.74751,DOWN,Win
2024-01-03 22:52:00,1.74961,UP,Lose
2024-01-03 22:53:00,1.73869,DOWN,Lose
2024-01-03 22:54:00,1.74103,UP,Win
2024-01-03 22:55:00,1.75138,DOWN,Win
2024-01-03 22:56:00,1.74302,UP,Lose
2024-01-03 22:57:00,1.75727,UP,Lose
2024-01-03 22:58:00,1.75635,DOWN,Lose
2024-01-03 22:59:00,1.74747,UP,Lose
2024-01-03 23:00:00,1.75745,UP,Lose
2024-01-03 23:01:00,1.75458,UP,Lose
2024-01-03 23:02:00,1.76218,UP,Lose
2024-01-03 23:03:00,1.75926,UP,Lose
2024-01-03 23:04:00,1.75866,DOWN,Win
2024-01-03 23:05:00,1.76359,UP,Lose
2024-01-03 23:06:00,1.7665,DOWN,Lose
2024-01-03 23:07:00,1.74655,UP,Lose
2024-01-03 23:08:00,1.73534,UP,Win
2024-01-03 23:09:00,1.74463,DOWN,Win
2024-01-03 23:10:00,1.74331,DOWN,Lose
2024-01-03 23:11:00,1.73807,DOWN,Win
2024-01-03 23:12:00,1.72449,DOWN,Win
2024-01-03 23:13:00,1.71369,DOWN,Win
2024-01-03 23:14:00,1.69347,UP,Lose
2024-01-03 23:15:00,1.69246,DOWN,Lose
2024-01-03 23:16:00,1.68647,DOWN,Lose
2024-01-03 23:17:00,1.67681,UP,Lose
2024-01-03 23:18:00,1.67613,UP,Lose
2024-01-03 23:19:00,1.67977,DOWN,Lose
2024-01-03 23:20:00,1.7007,DOWN,Lose
2024-01-03 23:21:00,1.68558,DOWN,Win
2024-01-03 23:22:00,1.69717,UP,Lose
2024-01-03 23:23:00,1.7069,DOWN,Lose
2024-01-03 23:24:00,1.69911,UP,Lose
2024-01-03 23:25:00,1.70115,UP,Lose
2024-01-03 23:26:00,1.69657,UP,Lose
2024-01-03 23:27:00,1.69843,UP,Lose
2024-01-03 23:28:00,1.71352,DOWN,Lose
2024-01-03 23:29:00,1.71957,UP,Lose
2024-01-03 23:30:00,1.72466,UP,Win
2024-01-03 23:31:00,1.72036,DOWN,Win
2024-01-03 23:32:00,1.70552,UP,Lose
2024-01-03 23:33:00,1.70343,DOWN,Lose
2024-01-03 23:34:00,1.7155,UP,Win
2024-01-03 23:35:00,1.70023,DOWN,Lose
2024-01-03 23:36:00,1.68967,UP,Lose
2024-01-03 23:37:00,1.69094,UP,Win
2024-01-03 23:38:00,1.68109,DOWN,Lose
2024-01-03 23:39:00,1.67317,UP,Lose
2024-01-03 23:40:00,1.66893,UP,Lose
2024-01-03 23:41:00,1.65527,DOWN,Win
2024-01-03 23:42:00,1.64553,UP,Win
